trade,state_name,state,median_hourly_wage_usd,wage_differential_vs_national_pct,median_wage_source,license_regime,license_source
fire-life-safety,Iowa,IA,27.85,1.09,"U.S. Bureau of Labor Statistics OEWS, 2023, https://www.bls.gov/oes/current/oes_ia.htm","Statewide licensing is required in Iowa under Iowa Code Chapters 100C and 100D, administered by the Iowa Department of Inspections, Appeals, and Licensing (DIAL) Licensing Division. Licensing tiers exist at both the entity and worker levels, including Fire Extinguishing System Contractor / Alarm System Contractor and Fire Protection System Installer and Maintenance Worker (Technician, Apprentice, and Trainee), with endorsements for Automatic Sprinkler System Installation, Special Hazards Systems, Preengineered Systems, and Maintenance Inspection.","Iowa Department of Inspections, Appeals, and Licensing, 2024, https://dial.iowa.gov"
fire-life-safety,Kansas,KS,24.87,-9.73,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Kansas (SOC 49-9021), 2024, https://www.bls.gov/oes/current/oes_ks.htm","Kansas does not issue a statewide contractor license for trade contractors. Instead, contractor licensing is administered at the local municipal and county level (e.g., Wichita/Sedgwick County MABCD, Johnson County, City of Topeka). Local jurisdictions issue trade credentials across tiers such as Master, Journeyman, and Apprentice. The Kansas State Fire Marshal requires fire alarm and sprinkler companies operating in the state to register with its office under K.S.A. Chapter 31, but does not issue a state trade license.","Office of the Kansas State Fire Marshal, 2024, https://firemarshal.ks.gov/153/Fire-Alarm-Sprinkler-Companies"
fire-life-safety,Kentucky,KY,24.3,-11.8,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ky.htm","Kentucky requires state-level trade licensing for specialty trades including HVAC mechanics/contractors (Journeyman and Master HVAC) and Fire Protection Sprinkler/Suppression contractors, governed by the Kentucky Department of Housing, Buildings and Construction (DHBC). While general contractor licensing is handled locally at the city/county level, DHBC trade licenses are mandatory statewide.","Kentucky Department of Housing, Buildings and Construction (DHBC), 2024, https://dhbc.ky.gov"
fire-life-safety,Louisiana,LA,25.8,-6.35,"U.S. Bureau of Labor Statistics OEWS, 2023, https://www.bls.gov/oes/current/oes_la.htm","State-level licensing is required in Louisiana. Fire & Life Safety work is regulated at the state level by the Louisiana Office of State Fire Marshal (OSFM) under R.S. 40:1664 (Life Safety and Property Protection Licensing), requiring firm and individual licenses across specific trade endorsements (e.g., Fire Sprinkler, Fire Alarm, Portable Fire Extinguisher, Life Safety). Commercial contracting work also falls under the Louisiana State Licensing Board for Contractors (LSLBC).","Louisiana Office of State Fire Marshal, 2024, https://lasfm.org"
fire-life-safety,Maine,ME,27.48,-0.25,BLS State OEWS / Maine Department of Labor Center for Workforce Research and Information (2023),"State-level licensing is required in Maine through the Maine Office of State Fire Marshal (Department of Public Safety). Endorsement tiers include Fire Sprinkler Contractor (installation), Responsible Managing Supervisor (RMS - design and sign-off), and Fire Sprinkler Inspector (inspection, testing, and maintenance).",Maine Office of State Fire Marshal (2024)
fire-life-safety,Maryland,MD,30.09,9.22,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_md.htm","State-level licensing is required in Maryland. Fire sprinkler contractors must obtain a license from the Office of the State Fire Marshal (OSFM). License tiers include Class I (inspection, testing, and maintenance of residential and commercial systems), Class IIa (installation, repair, and modification of residential systems), Class IIb (layout of residential systems), Class IIc (installation, repair, modification, and layout of residential systems), Class IId (installation, repair, and modification of NFPA 13D residential systems), Class IIIa (installation, repair, and modification of commercial and residential systems), Class IIIb (layout of commercial and residential systems), and Class IIIc (installation, repair, modification, and layout of commercial and residential systems).","Maryland Office of the State Fire Marshal (OSFM), 2023"
fire-life-safety,Massachusetts,MA,35.43,28.6,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates (SOC 49-9021), https://www.bls.gov/oes/current/oes_ma.htm","State-level licensing is required in Massachusetts. The trade is regulated at the state level by the Division of Occupational Licensure (Office of Public Safety and Inspections - Bureau of Pipefitters, Refrigeration Technicians, and Sprinkler Fitters). Licensing tiers include Fire Protection Sprinkler System Contractor, Journeyman Sprinkler Fitter, and Apprentice Sprinkler Fitter.","Massachusetts Division of Occupational Licensure - Office of Public Safety and Inspections, 2024"
fire-life-safety,Michigan,MI,24.55,-10.89,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/2023/may/oes_mi.htm","State-level licensing is required in Michigan for fire alarm contractors and technicians, as well as mechanical and electrical contractors, administered by the Department of Licensing and Regulatory Affairs (LARA) Bureau of Construction Codes under the Skilled Trades Regulation Act (MCL 339.5701 et seq.). Licensing tiers include Fire Alarm Specialty Apprentice Technician, Fire Alarm Specialty Technician, and Fire Alarm Contractor.","Michigan Department of Licensing and Regulatory Affairs (LARA), Bureau of Construction Codes, 2024, https://www.michigan.gov/lara"
fire-life-safety,Minnesota,MN,31.64,14.85,"U.S. Bureau of Labor Statistics OEWS, May 2023, State: https://www.bls.gov/oes/current/oes_mn.htm National: https://www.bls.gov/oes/current/oes_nat.htm","State-level licensing is required in Minnesota. For low-voltage and fire alarm systems, the Department of Labor and Industry (DLI) requires a Technology Systems Contractor (TSC) business license with a designated Responsible Licensed Power Limited Technician (PLT) or an Electrical Contractor license with a Master Electrician (Minn. Stat. § 326B). For fire protection/sprinkler systems, the State Fire Marshal Division (SFMD) requires a Fire Protection Contractor license with a certified Managing Employee (ME) or certified Journeyman Sprinkler Fitter (Minn. Stat. Ch. 299M).","Minnesota Department of Labor and Industry (2024) and Minnesota Department of Public Safety State Fire Marshal Division (2024, https://dps.mn.gov/divisions/sfm)"
fire-life-safety,Mississippi,MS,22.09,-19.82,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Mississippi (released April 2024), https://www.bls.gov/oes/current/oes_ms.htm","State-level licensing is required in Mississippi. The Mississippi State Board of Contractors (MSBOC) requires a commercial contractor license for fire sprinkler system construction, repair, or maintenance on public projects over $5,000 and private projects over $10,000, as well as general commercial work over $50,000. Additionally, the Mississippi State Fire Marshal's Office (Electronic Protection Advisory Licensing Board) requires state-level licensing for alarm contracting, issuing Class A licenses for operating company locations and Class B individual licenses for qualified technicians.","Mississippi State Board of Contractors, 2024, https://www.msboc.us; Mississippi State Fire Marshal's Office / Justia Mississippi Code, 2020, https://law.justia.com/codes/mississippi/2020/title-73/chapter-69/section-73-69-7"
fire-life-safety,Missouri,MO,27.82,0.98,"U.S. Bureau of Labor Statistics (BLS), May 2023 State Occupational Employment and Wage Estimates - Missouri, https://www.bls.gov/oes/current/oes_mo.htm","Missouri does not require or issue a statewide contractor license for HVAC, mechanical, or fire protection trades (SOC 49-9021). Licensing and trade qualifications are regulated locally at the municipal and county levels (e.g., Kansas City, St. Louis County, Springfield).","Missouri Division of Professional Registration (DPR), 2024, https://pr.mo.gov"
fire-life-safety,Montana,MT,24.95,-9.44,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/2023/may/oes_mt.htm","State-level licensing is required through the Montana Department of Labor and Industry (DLI) Fire Protection License Program. Contracting entities must hold a Fire Protection Business Entity License and employ at least one endorsement holder in specific trade tiers (e.g., Fire Alarm Systems, Special Agent Fire Suppression Systems, Fire Extinguisher Systems).","Montana Department of Labor and Industry (DLI) Business Standards Division, Fire Protection License Program, 2023"
fire-life-safety,Nebraska,NE,26.57,-3.56,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), 2023, https://www.bls.gov/oes/current/oes_ne.htm","State-level licensing is required in Nebraska for Fire & Life Safety trade components. The Nebraska State Electrical Division licenses Fire Alarm Installers for low-voltage system installation (50 volts or less) under Neb. Rev. Stat. § 81-2112.02. The Nebraska State Fire Marshal licenses Fire Alarm Inspectors (Title 153 NAC Ch. 6) and certifies Water-Based Fire Protection / Sprinkler Contractors and Fitters (Title 153 NAC Ch. 2). Additionally, all contractors must register statewide with the Nebraska Department of Labor, and local municipalities (e.g., Omaha, Lincoln) maintain local permitting authority.","Nebraska State Electrical Division & Nebraska State Fire Marshal, 2024, https://electrical.nebraska.gov"
fire-life-safety,Nevada,NV,28.19,2.32,"BLS OEWS, 2023, https://www.bls.gov/oes/2023/may/oes_nv.htm","A state-level contractor license is required in Nevada, administered by the Nevada State Contractors Board (NSCB) under NRS Chapter 624. Relevant specialty classifications include C-41 (Fire Protection Contracting, including subclassifications C-41a Automatic Sprinklers, C-41b Fixed Fire Extinguishing Systems, C-41c Fire Alarms, C-41d Private Fire Hydrants) and C-21 (Refrigeration and Air Conditioning). NSCB does not use fixed license tiers, but instead assigns an individualized monetary limit on each license based on applicant financial statements, experience, and working capital (ranging from under $25,000 to unlimited).","Nevada State Contractors Board, 2024, https://www.nvcontractorsboard.com"
fire-life-safety,New Hampshire,NH,29.42,6.79,"U.S. Bureau of Labor Statistics, OEWS May 2023 State Occupational Employment and Wage Estimates - New Hampshire (SOC 49-9021), 2024, https://www.bls.gov/oes/current/oes_nh.htm","New Hampshire requires state-level licensure for fuel gas fitting work on heating/HVAC systems (tiers include Fuel Gas Trainee, Fuel Gas Piping Installer, Fuel Gas Installation Technician, and Fuel Gas Service Technician) and requires mechanical business entities providing fuel gas or plumbing services to hold a state business license through the New Hampshire Board of Mechanical Safety and Licensing under the Office of Professional Licensure and Certification (OPLC). Standalone state licenses are not required for pure HVAC/R work that does not involve fuel gas or plumbing, though voluntary certifications exist for oil heating technicians. Localities enforce municipal permitting.","New Hampshire Office of Professional Licensure and Certification (OPLC), Board of Mechanical Safety and Licensing, 2026, https://www.oplc.nh.gov"
fire-life-safety,New Jersey,NJ,29.78,8.09,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates - New Jersey (SOC 49-9021), 2024, https://www.bls.gov/oes/current/oes_nj.htm","State-level licensing is required in New Jersey to perform fire alarm installation, servicing, or maintenance under N.J.S.A. 45:5A-23 et seq., and municipal regulation of alarm businesses is preempted by statute (N.J.S.A. 45:5A-36). Licensing tiers include individual Fire Alarm Licensees (technicians/installers) and Alarm Business License Holders (business qualifiers).","New Jersey Division of Consumer Affairs, Board of Examiners of Electrical Contractors - Fire Alarm, Burglar Alarm and Locksmith Advisory Committee, 2024, https://www.njconsumeraffairs.gov/fire"
fire-life-safety,New Mexico,NM,22.24,-19.27,"BLS OEWS, May 2023 State and National Occupational Employment and Wage Estimates, 2024, https://www.bls.gov/oes/current/oes_nm.htm","State-level license required. Administered by the New Mexico Regulation and Licensing Department - Construction Industries Division (CID). Licensing tiers/classifications include MS-12 (Fire Protection Sprinkler Systems), MS-14 (Dry Chemical Fire Protection), and ES-3 (Low Voltage Special Systems for alarms).","New Mexico Regulation and Licensing Department - Construction Industries Division (CID), 2024, https://www.rld.nm.gov/construction-industries"
fire-life-safety,New York,NY,30.94,12.3,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023 State Occupational Employment and Wage Estimates - New York, https://www.bls.gov/oes/2023/may/oes_ny.htm","New York does not mandate a statewide license for general HVAC trade work (SOC 49-9021), delegating HVAC and mechanical contractor licensing to local municipalities (e.g., New York City Department of Buildings). However, for fire alarm and security systems installation, New York requires a state-level Security or Fire Alarm Systems Installer license issued by the New York Department of State (DOS) Division of Licensing Services under Article 6-D of the General Business Law.","New York Department of State (DOS) Division of Licensing Services, Article 6-D General Business Law, 2023, https://dos.ny.gov/security-or-fire-alarm-installer"
fire-life-safety,North Carolina,NC,24.33,-11.69,"U.S. Bureau of Labor Statistics (BLS) State Occupational Employment and Wage Estimates (OEWS), May 2023, https://www.bls.gov/oes/current/oes_nc.htm","State-level licensing is required in North Carolina. Fire alarm and low-voltage electrical systems are regulated at the state level by the North Carolina State Board of Examiners of Electrical Contractors (NCBEEC) under the Special Restricted Fire Alarm/Low Voltage (SP-FA/LV) classification as well as standard classifications. Primary licensing tiers consist of Limited (single project value up to $60,000), Intermediate (single project value up to $150,000), and Unlimited (unrestricted project value). Fire sprinkler systems are licensed separately at the state level by the North Carolina State Board of Examiners of Plumbing, Heating and Fire Sprinkler Contractors.","North Carolina State Board of Examiners of Electrical Contractors (NCBEEC), 2024, https://www.ncbeec.org"
fire-life-safety,North Dakota,ND,30.3,9.98,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates - North Dakota (released April 2024), https://www.bls.gov/oes/current/oes_nd.htm","State-level licensing is required in North Dakota. The North Dakota Secretary of State licenses contractors for any project exceeding $4,000 in value across four monetary tiers: Class A (no project value limit), Class B (up to $500,000), Class C (up to $300,000), and Class D (up to $100,000). Specialized fire protection and fire sprinkler contractors/fitters are regulated state-wide under NDCC Chapter 43-46.","North Dakota Legislative Assembly, North Dakota Century Code NDCC Chapter 43-07 Contractors and Chapter 43-46 Fire Protection Contractors (2024)"
fire-life-safety,Ohio,OH,27.39,-0.58,"U.S. Bureau of Labor Statistics, May 2023 Occupational Employment and Wage Statistics (OEWS), 2024, https://www.bls.gov/oes/current/oes_oh.htm","State-level certification is required in Ohio. The Ohio Division of State Fire Marshal (Bureau of Testing & Registration) licenses both fire protection companies and individual installers. License tiers include Company Certifications (Main Company, Sole Proprietor, Branch Office) and Individual Installer Certifications across specific categories (e.g., Automatic Sprinklers, Fire Alarm & Detection, Fixed Extinguishing Systems, Fire Extinguishers) with classifications for installation, modification, service, and maintenance (Class H1) or service and maintenance only (Class H2).","Ohio Department of Commerce Division of State Fire Marshal, Fire Protection Certification, 2021, https://com.ohio.gov/divisions-and-programs/state-fire-marshal/testing-and-registration/fire-protection-certification"
fire-life-safety,Oklahoma,OK,23.45,-14.88,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ok.htm","State-level licensing is required in Oklahoma for mechanical and HVAC contractors and tradespersons, regulated statewide by the Oklahoma Construction Industries Board (CIB) under the Mechanical Licensing Act (59 O.S. § 1850.1 et seq.). License tiers consist of Mechanical Apprentice, Mechanical Journeyman (including HVAC/R Limited, HVAC/R Unlimited, Limited Residential, Petroleum Refinery Process Piping, and Medical Gas), and Mechanical Contractor (including HVAC/R Unlimited Contractor, HVAC/R Limited Contractor, Refrigeration Contractor, Natural Gas Piping Contractor, Process Piping Contractor, Sheet Metal Contractor, and Ground Source Piping Contractor).","Oklahoma Construction Industries Board (CIB), 2026"
fire-life-safety,Oregon,OR,29.73,7.91,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates - Oregon (published April 2024), https://www.bls.gov/oes/2023/may/oes_or.htm","State-level contractor licensing is required in Oregon through the Construction Contractors Board (CCB). The CCB issues specific endorsement tiers based on structure type and scope of trade work, including Residential Specialty Contractor (RSC), Residential General Contractor (RGC), Commercial Specialty Contractor Level 1 and Level 2 (CSC1, CSC2), and Commercial General Contractor Level 1 and Level 2 (CGC1, CGC2). Specialized electrical or fire alarm connections may also require trade licenses from the Oregon Building Codes Division (BCD).","Oregon Construction Contractors Board (CCB), License Endorsement Types & Requirements (2024)"
fire-life-safety,Pennsylvania,PA,28,1.63,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023, https://www.bls.gov/oes/current/oes_pa.htm","No statewide trade or contractor license is required for HVAC/Fire & Life Safety technicians in Pennsylvania; trade licensing is regulated at the municipal level (e.g., Philadelphia and Pittsburgh enforce local mechanical/HVAC contractor licensing). At the state level, contractors performing residential work over $500 annually must register as a Home Improvement Contractor (HIC) with the PA Office of Attorney General under HICPA (73 P.S. § 517.1 et seq.). Federal EPA Section 608 certification is also required for handling refrigerants.","Pennsylvania Office of Attorney General, 2024, https://www.attorneygeneral.gov/resources/home-improvement-contractor-registration"
fire-life-safety,Rhode Island,RI,29.93,8.64,"U.S. Bureau of Labor Statistics, May 2023 OEWS State Occupational Employment and Wage Estimates (Rhode Island and National), https://www.bls.gov/oes/current/oes440000.htm","State-level licensing is required in Rhode Island. The Rhode Island Department of Labor and Training (DLT) Division of Professional Regulation administers trade licenses, including Certificate AF (Fire Alarm Contractor) and Certificate BF (Fire Alarm Installer / Journeyperson) under R.I. Gen. Laws § 5-6, as well as mechanical and electrical licenses for HVAC/R work. General trade contracting businesses must also register at the state level with the Rhode Island Contractors' Registration and Licensing Board (CRLB) under R.I. Gen. Laws § 5-65.","Rhode Island Department of Labor and Training, Division of Professional Regulation (2024), https://dlt.ri.gov/regulation-and-safety/professional-regulation"
fire-life-safety,South Carolina,SC,24,-12.89,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_sc.htm","State-level license required. Regulated at the state level by the South Carolina Contractor's Licensing Board and Residential Builders Commission under the Department of Labor, Licensing and Regulation (LLR). Tiers for Mechanical Contractors include Groups 1 through 5 based on project bid limits, alongside specific licensing categories for Fire Alarm Contractors and Fire Sprinkler Contractors.","South Carolina Contractor's Licensing Board, SC Department of Labor, Licensing and Regulation, 2024, https://llr.sc.gov/clb"
fire-life-safety,South Dakota,SD,26.2,-4.9,"U.S. Bureau of Labor Statistics OEWS, 2023, https://www.bls.gov/oes/current/oes_sd.htm","No state-level contractor or technician license is required in South Dakota for SOC 49-9021 (Heating, Air Conditioning, and Refrigeration Mechanics and Installers). Licensing is regulated at the municipal level (e.g., Sioux Falls and Rapid City issue local mechanical and contractor licenses), while state-level trade licensing is limited to electricians and plumbers. All contractors must register for a South Dakota Contractor's Tax License with the Department of Revenue.",
fire-life-safety,Tennessee,TN,23.1,-16.15,"U.S. Bureau of Labor Statistics (BLS) OEWS, May 2023 (https://www.bls.gov/oes/current/oes_tn.htm and https://www.bls.gov/oes/current/oes_nat.htm)","State-level licensing is required in Tennessee. Alarm systems contractors (fire alarm, burglar alarm, access control, CCTV, locksmith) are regulated state-wide by the Tennessee Department of Commerce and Insurance Alarm Systems Contractors Board under T.C.A. § 62-32-301 et seq. Fire protection sprinkler system contractors are regulated by the Division of Fire Prevention (T.C.A. § 62-32-201 et seq.) or licensed via the Board for Licensing Contractors under classification CMC-C (Fire Protection). Local business licenses are also required by cities/counties where work is performed.","Tennessee Department of Commerce and Insurance, Alarm Systems Contractors Board & Board for Licensing Contractors, 2023 (https://www.tn.gov/commerce/regboards/alarm.html)"
fire-life-safety,Texas,TX,24.13,-12.41,"BLS OEWS, U.S. Bureau of Labor Statistics, May 2023, https://www.bls.gov/oes/current/oes_tx.htm","State-level licensing is required in Texas. The Texas State Fire Marshal's Office (SFMO), a division of the Texas Department of Insurance (TDI), regulates fire protection systems statewide under Texas Insurance Code Chapters 6001, 6002, and 6003 and 28 Texas Administrative Code Chapter 34. Tiers consist of company-level Certificates of Registration (e.g., Fire Alarm Certificate of Registration [ACR], Fire Protection Sprinkler Contractor Registration [SCR], Extinguisher Certificate of Registration [ECR]) and individual licenses/endorsements (e.g., Fire Alarm Technician [FAL], Fire Alarm Planning Superintendent [APS], Residential Fire Alarm Superintendent [RAS], Responsible Managing Employee [RME], Type PL/A/B/K Extinguisher licenses). Local municipalities/AHJs enforce local codes and issue installation permits but do not supersede state contractor licensing.","Texas State Fire Marshal's Office (TDI), 2026"
fire-life-safety,Utah,UT,23.97,-12.99,"U.S. Bureau of Labor Statistics (BLS) May 2023 OEWS State and National Estimates, https://www.bls.gov/oes/current/oes_ut.htm and https://www.bls.gov/oes/current/oes_nat.htm","State-level contractor license is required in Utah, administered statewide by the Utah Division of Occupational and Professional Licensing (DOPL) under Utah Code Title 58 Chapter 55. Trade classifications include S350 (Heating, Ventilating, and Air Conditioning Contractor), S370 (Fire Suppression Systems Contractor), S200 (Electrical Contractor), and S211 (Communications and Sound Systems Contractor). Qualification requires a 25-hour pre-licensure course, 2 years (4,000 hours) of supervisory/qualifying experience, and passing the Utah Contractor Business and Law Exam.","Utah Division of Occupational and Professional Licensing (DOPL), 2026, https://dopl.utah.gov/contractor"
fire-life-safety,Vermont,VT,27.32,-0.83,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_vt.htm","Vermont does not issue a single statewide general HVAC contractor license. Instead, state-level regulation attaches to trade-specific work administered by the Vermont Department of Public Safety Division of Fire Safety (and associated Examining Boards). License/certification tiers include Electrical Specialist licenses (e.g., C3 Refrigeration & Air Conditioning, A1 Automatic Gas/Oil Heating), Plumbing Specialist licenses (e.g., P2 Heating System Specialist), Fuel Gas / Oil Burner certifications, and Fire Protection trade certifications (T-1 Fire Alarm, T-2 Chemical Suppression, T-3 Fire Sprinkler, T-8 Domestic Fire Sprinkler). Local municipalities enforce building permits.","Vermont Department of Public Safety Division of Fire Safety, 2024, https://firesafety.vermont.gov/licensing"
fire-life-safety,Virginia,VA,27.94,1.42,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - Virginia, 2024, https://www.bls.gov/oes/2023/may/oes_va.htm","State-level contractor licensing is mandatory in Virginia for projects exceeding $1,000, administered by the Department of Professional and Occupational Regulation (DPOR) Board for Contractors. Relevant Fire & Life Safety sub-classifications include Fire Alarm Systems Contracting (FAS), Fire Sprinkler Contracting (SPR / FSP), HVAC, and Electrical (ELE). Virginia issues licenses across three contractor classes based on monetary volume: Class C (single contracts $1,000-$10,000; up to $150,000 annually), Class B (single contracts $10,000-$120,000; up to $750,000 annually), and Class A (unlimited contract and annual limits).","Virginia Department of Professional and Occupational Regulation (DPOR) Board for Contractors, 18 VAC 50-22, 2026, https://www.dpor.virginia.gov/Boards/Contractors"
fire-life-safety,Washington,WA,31.17,13.14,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates: Washington, 2024, https://www.bls.gov/oes/current/oes_wa.htm","State-level licensing is required in Washington State. Fire protection sprinkler system contractors are licensed at the state level by the Washington State Patrol Fire Marshal's Office (SFMO) and must register as a general or specialty contractor with the Washington State Department of Labor & Industries (L&I). Licensing tiers include Level 1 (NFPA 13D residential systems for single/dual family), Level 2 (NFPA 13D and 13R residential up to 4 stories), Level 3 (unrestricted commercial and residential under NFPA 13, 13D, 13R, 24), Level U (dedicated underground mains), and Specialized ITT (Inspection and Testing Technician).","Washington State Patrol Fire Marshal's Office (SFMO), 2024"
fire-life-safety,West Virginia,WV,22.16,-19.56,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_wv.htm","State-level licensing is required in West Virginia for commercial work over $5,000 and residential work over $2,500 under W. Va. Code §21-11. Fire protection and life safety work requires dual state-level credentialing: a Sprinkler and Fire Protection Contractor license issued by the West Virginia Contractor Licensing Board (within the Division of Labor) and a Fire Protection Work Certificate of Competency / License issued by the West Virginia State Fire Marshal under W. Va. Code §29-3-12b. Tiers/classifications include individual trade licenses/Responsible Individual (requiring NICET ASSL certification) and corporate contractor licensing.","West Virginia Division of Labor Contractor Licensing Board & West Virginia State Fire Marshal, 2024"
fire-life-safety,Wisconsin,WI,28.62,3.88,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_wi.htm","At the state level, the Wisconsin Department of Safety and Professional Services (DSPS) does not mandate a statewide individual license for HVAC technicians, but offers an optional state HVAC Qualifier Certification and HVAC Contractor Registration to satisfy local municipal standards. For residential work on 1- and 2-family homes, contracting businesses must hold a Dwelling Contractor Certification (or Dwelling Contractor Restricted Certification) and employ a credentialed Dwelling Contractor Qualifier. Specialty fire protection trades (e.g., automatic fire sprinkler contractors, fire detection/suppression inspectors) require specific DSPS trade credentials under Wis. Admin. Code SPS 305.","Wisconsin Department of Safety and Professional Services (DSPS), Trades Credentialing, 2024, https://dsps.wi.gov"
fire-life-safety,Wyoming,WY,25.44,-7.66,"U.S. Bureau of Labor Statistics, 2023, https://www.bls.gov/oes/2023/may/oes_wy.htm","Statewide licensing in Wyoming is required for electrical and low-voltage contractors (including fire alarm and low-voltage signaling systems under 90V) through the Wyoming Department of Fire Prevention and Electrical Safety. General contracting, mechanical, and HVAC trades are regulated and licensed at the local city/county level. Tiers for low-voltage systems include Low Voltage General (LV-G), Low Voltage Alarms (LV-A), Low Voltage Communication (LV-C), and Low Voltage Sound (LV-S), as well as Low Voltage/Limited Contractor and Electrical Contractor company licenses.","Wyoming Department of Fire Prevention & Electrical Safety, 2024, https://wsfm.wyo.gov"
low-voltage-security,Alabama,AL,24.76,-16.38,"BLS state OEWS, May 2023, https://www.bls.gov/oes/current/oes_al.htm","State-level licensing is required in Alabama. Low-voltage and security work is regulated across state boards: the Alabama Electronic Security Board of Licensure (AESBL) licenses companies, qualifying agents, and individual technicians installing or servicing burglar alarms, access control, CCTV, and security systems; the Alabama Electrical Contractors Board (AECB) issues a Low Voltage Special Systems License for systems operating at 50 volts or less; and the Alabama State Fire Marshal requires certification for fire alarm systems.","Alabama Electronic Security Board of Licensure & Alabama Electrical Contractors Board, 2023, https://aesbl.alabama.gov"
low-voltage-security,Alaska,AK,39.5,33.4,"U.S. Bureau of Labor Statistics (BLS) Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ak.htm","State-level licensing is required in Alaska. The trade is regulated by the Department of Commerce, Community, and Economic Development (DCCED) - Division of Corporations, Business and Professional Licensing. Contracting businesses must register as a Specialty Contractor (Electrical/Communications) and maintain or employ a licensed Electrical Administrator (such as a Specialty Electrical Administrator for Low Voltage/Controls CNTL or Unlimited Electrical Administrator).","Alaska Department of Commerce, Community, and Economic Development - Division of Corporations, Business and Professional Licensing, 2024, https://www.commerce.alaska.gov/web/cbpl/ProfessionalLicensing/ConstructionContractors.aspx"
low-voltage-security,Arizona,AZ,29.06,-1.86,"U.S. Bureau of Labor Statistics (BLS), Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_az.htm","In Arizona, contractor licensing is required at the state level through the Arizona Registrar of Contractors (ROC) for any project over $1,000 or requiring a permit. License classifications for low-voltage and electrical work are split into three tiers: Commercial (e.g., C-67 Low Voltage Communication Systems, C-11 Electrical), Residential (R-67, R-11), and Dual Commercial/Residential (CR-67, CR-11). Arizona licenses contracting entities rather than issuing individual journeyman state licenses.","Arizona Registrar of Contractors (ROC), 2023, https://roc.az.gov"
low-voltage-security,Arkansas,AR,23.31,-21.28,"U.S. Bureau of Labor Statistics, Occupational Employment and Wage Statistics (OEWS), May 2023, https://www.bls.gov/oes/current/oes_ar.htm","State-level licensing is required in Arkansas. Low-voltage and security/alarm systems work is regulated at the state level by the Division of Arkansas State Police under Arkansas Code Title 17, Chapter 40. Licensing tiers include Class E Unrestricted (fire and burglar alarm installation/service), Class E Restricted (structures not requiring fire alarms), Class E-M (monitoring only), Class E-S (single-station residential), and Class G (general security/alarm license). In addition, commercial specialty low-voltage or electrical contracting projects valued at $50,000 or more (labor and materials) require a Commercial Specialty Contractor license from the Arkansas Contractors Licensing Board.","Arkansas Department of Public Safety, Division of Arkansas State Police, Private Investigators, Security Companies, and Alarm Installation & Monitoring Program, 2024, https://www.dps.arkansas.gov/law-enforcement/arkansas-state-police/services-programs/private-investogators-security-companies-alarm-installation-monitoring"
low-voltage-security,California,CA,37.25,25.8,"U.S. Bureau of Labor Statistics, May 2023 State Occupational Employment and Wage Estimates - California, https://www.bls.gov/oes/current/oes_ca.htm","State-level license required through the California Contractors State License Board (CSLB) for projects valued at $500 or more in combined labor and materials. Classifications include Class C-7 (Low Voltage Systems Contractor, covering energy-limited systems operating under 91 volts including alarms, sound, cable, and communications) and Class C-10 (Electrical Contractor). Local jurisdictions do not issue trade licenses, though local business licenses and permits apply.","California Contractors State License Board, 2024, https://www.cslb.ca.gov/About_Us/Library/Licensing_Classifications"
